price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_above,sqft_basement,state
222864,4,4.0,2142,6105,3.0,1,2,3,11,1903,0.0,83062,39.69552123632613,-80.4867313288425,1562,579,PA
147706,4,3.0,2574,8424,2.0,0,0,4,12,2005,0.0,74037,35.51998661474449,-118.31350876982638,2574,0,OH
258918,2,2.5,2742,19377,2.5,0,2,5,11,1999,0.0,29362,42.44163607248022,-79.72061194144754,2742,0,CT
175208,5,3.5,2998,18095,2.0,0,2,5,5,1978,0.0,64499,46.47785542155198,-102.82923601638576,2998,0,VT
394564,4,3.5,3372,5158,1.5,0,3,3,12,1995,1995.0,56281,41.18078499862865,-121.75476071528786,2738,633,IL
323339,1,1.5,2607,14001,3.0,0,3,4,2,1992,0.0,72813,29.907201284741813,-103.2949678219559,1864,743,WI
170824,2,3.0,3887,1342,2.0,0,2,5,13,1973,0.0,54852,47.38436565665205,-89.19336319746625,3887,0,AL
450092,5,2.5,2119,7763,2.5,0,0,5,6,1984,0.0,57836,31.347828960339484,-117.20274044215641,2119,0,IN
104887,2,1.5,1826,5362,1.5,0,1,2,3,2017,2021.0,14595,28.597463087875795,-71.3300339314755,1024,802,NH
50000,1,1.0,2607,15346,1.0,0,1,2,6,1915,0.0,25402,27.159214692663063,-119.5726724434482,2607,0,AZ
265915,5,4.0,1783,3546,2.0,0,4,1,12,2010,0.0,75283,38.52120977598797,-70.98961696950953,1783,0,VA
76800,2,4.5,3852,12146,1.5,0,4,3,5,1918,0.0,98131,27.730299099535642,-83.69316147766588,3287,565,MS
223949,3,3.5,3130,10003,1.0,0,1,4,2,1928,0.0,52723,28.330621218703136,-105.20640600139039,2689,441,AL
66352,1,4.0,2750,9122,2.0,0,2,5,12,2015,0.0,61322,32.20073153429192,-101.72723018058169,2750,0,WV
574348,1,4.5,2131,18357,1.5,0,2,5,13,1950,1966.0,56764,31.759672232427132,-81.77386621023359,2131,0,GA
95514,1,4.5,1592,18798,1.5,0,3,1,5,1917,0.0,34911,39.50174824797141,-89.71614724977118,1592,0,IL
130340,3,1.5,2701,9278,2.0,0,3,5,5,1957,0.0,29405,44.601886707344356,-85.71635347706813,2701,0,OK
69087,3,1.5,872,8270,1.5,0,4,3,9,1943,0.0,68122,43.27239174886942,-101.81761685873164,872,0,FL
327758,4,1.0,3534,2465,3.0,0,1,1,11,2020,0.0,99756,31.299626913195443,-96.19463153696685,3534,0,IN
101904,2,4.0,1822,9978,2.0,0,2,3,8,1915,0.0,13447,30.887451951663518,-67.57755340984008,1822,0,OK
264958,4,1.0,2305,19766,1.5,0,1,1,12,1964,0.0,63143,48.17899672256722,-111.8063963815161,1723,581,GA
247809,2,4.5,1090,9356,1.0,0,0,5,12,2011,0.0,72906,25.197669798207045,-100.1821973682385,1090,0,SC
64799,3,1.5,2722,13643,1.0,0,1,1,7,1901,0.0,20662,46.11329279344518,-107.36607830828386,2722,0,MN
74030,3,1.5,1546,3012,3.0,0,0,2,12,1955,0.0,73001,29.79348445893772,-80.38864390492856,1546,0,OH
329245,4,2.5,2649,7826,2.0,0,3,4,13,1978,0.0,68282,47.73482375415443,-80.45128033705393,2649,0,CT
50000,5,3.5,2757,12312,1.5,0,3,5,3,2002,0.0,14899,33.21537483586047,-107.33060872314843,1758,999,TN
50000,4,4.0,1352,10529,1.5,0,4,4,10,1927,1958.0,38582,35.568442573438055,-119.36075195191998,856,496,OH
176808,2,2.5,876,14123,1.0,0,1,5,4,1964,0.0,77471,41.970894734665144,-123.34833742968436,876,0,AK
450004,4,1.5,3531,6986,3.0,0,1,4,6,1904,0.0,52213,39.10405723535825,-99.63531960517832,1958,1573,IA
232812,1,4.0,1807,1250,1.0,1,0,2,3,2005,0.0,85871,32.630543912963745,-100.61075712286106,1083,724,FL
164341,2,1.5,2224,15610,1.0,0,3,4,11,1921,1983.0,93205,38.291941980827765,-67.66177691752782,2224,0,WA
384598,2,3.0,2485,5319,3.0,0,0,1,9,2016,0.0,84081,42.53696522470927,-97.22128168523227,2485,0,KY
328144,5,2.0,746,12533,2.0,0,3,4,8,1999,0.0,93805,26.01603870165981,-109.38415293420103,746,0,RI
720845,3,3.0,2462,12254,1.5,0,0,5,6,2009,0.0,47830,25.268783326136898,-73.19992186120635,2462,0,LA
94646,2,2.0,2099,1681,2.0,0,3,3,4,1912,0.0,17066,35.99360653774939,-96.00912686974603,1433,665,IA
51856,3,1.0,1356,15245,2.5,0,0,4,7,1964,0.0,20712,28.164078827284342,-89.84698879299707,1356,0,LA
50000,4,3.5,843,7167,2.5,0,3,4,13,1915,0.0,91527,40.944262995153146,-118.54688350559188,843,0,MS
329756,1,3.0,2605,10275,2.5,0,0,4,11,2018,0.0,75365,30.13725894945842,-102.17376478220288,2605,0,MN
256859,5,1.0,3127,8209,3.0,0,1,5,3,2004,0.0,97185,35.388426563096104,-70.17925055499416,3127,0,ID
50000,3,3.5,2178,18112,1.0,0,4,4,10,1985,0.0,40806,29.744102484982456,-90.39819310200076,2178,0,MN
62755,2,4.5,565,16717,2.0,0,0,5,8,1963,0.0,22210,38.16360605797899,-104.36339425687969,565,0,MA
50000,3,2.0,942,938,1.5,0,4,5,1,1931,2004.0,46972,27.785283025229653,-88.33697070399919,771,170,MT
321743,2,2.5,1567,21294,2.5,0,1,3,3,1979,0.0,44136,25.554564466899528,-72.10656789404737,1567,0,DE
480088,3,2.5,3564,6608,2.0,0,1,1,11,1950,1977.0,54297,26.227159314560733,-108.38253577306237,2314,1249,NJ
246527,2,4.0,1753,20512,2.5,0,3,5,5,1978,1993.0,25945,47.90220259636744,-95.20834704717156,1188,564,ND
234316,4,2.0,1531,8718,2.5,0,4,2,5,1957,0.0,52477,28.41486924666246,-69.35463272702995,1130,400,AK
50000,2,1.5,326,8295,1.5,0,2,4,10,1945,1945.0,89180,42.00347807528404,-114.1734198319882,326,0,CA
57912,2,3.0,1343,8763,3.0,0,3,2,2,1951,0.0,80453,26.63022890134783,-82.97915624098744,1343,0,NM
175832,1,4.0,767,7996,1.0,0,4,4,10,2005,0.0,95404,27.595848453644372,-88.97458253243,483,284,NC
110504,2,2.5,996,22621,3.0,0,0,3,8,2016,0.0,87413,37.21303003382403,-85.25851752498382,996,0,AR
60413,1,1.0,2119,9618,2.0,0,0,5,5,1962,1968.0,23224,36.156902323704244,-103.98048105194853,2119,0,CO
176171,5,3.0,1598,8488,3.0,0,1,1,7,1975,0.0,13052,47.837927426556874,-106.1088757114254,1598,0,MN
178224,1,3.0,3699,10385,2.0,0,2,5,7,1959,0.0,37272,47.6760508724977,-85.00004877646288,3146,553,VT
79399,4,4.0,3078,5163,2.0,0,0,4,5,1964,0.0,51150,43.71060742101916,-111.71403274904091,2064,1013,ME
228671,1,4.0,1391,17985,1.0,0,4,1,8,2016,0.0,27316,39.4504439230564,-100.0796795430367,1391,0,TX
432557,5,4.5,1083,2644,1.5,0,4,5,9,1980,0.0,63389,35.91904761743226,-113.27404517498367,1083,0,VT
50000,4,1.5,3382,6929,1.0,0,0,1,4,2004,0.0,73332,33.548284823882106,-123.5266240559702,2504,878,DE
329257,3,1.0,3660,14683,3.0,0,4,4,4,1954,0.0,17240,47.730101127413334,-68.70673047783004,3660,0,RI
50000,3,4.5,-194,10211,2.0,0,4,3,8,2014,0.0,78774,39.469811474192454,-99.39293021658412,-194,0,IL
85768,1,2.0,2092,12746,2.5,0,1,3,1,1956,0.0,53175,38.89774066446387,-68.74707197806995,2092,0,AL
173588,1,3.0,1748,17665,2.5,0,2,5,4,2013,0.0,10565,30.56562692245396,-116.00155937323392,1748,0,CO
200664,5,3.0,2649,15019,2.0,0,1,2,6,1991,2001.0,97298,26.120747629242715,-90.5200935709233,2020,628,CT
340732,5,1.0,3942,10687,1.0,0,2,4,13,1970,0.0,81094,47.68452591422907,-112.54448013089934,2989,953,WV
102220,2,3.0,1515,20446,1.5,0,4,5,4,1972,0.0,26375,32.52964621227169,-78.96577476309335,1515,0,NE
50000,5,2.5,-60,6858,1.0,0,2,5,6,1985,0.0,35710,35.62213655978701,-79.32892964062441,-60,0,IA
208187,2,3.5,2579,9498,2.0,0,4,3,5,1925,0.0,59895,27.751358646056964,-117.58139250475922,2579,0,ND
248796,4,1.0,3389,9847,2.0,0,4,1,9,2016,0.0,86639,45.08618391782301,-72.01232618604581,3389,0,MN
50000,1,1.5,1696,9487,1.5,0,1,4,10,1911,1939.0,25174,25.663163988542337,-112.9061101094162,1696,0,WV
83894,4,2.0,1294,4653,3.0,0,1,1,9,1970,1976.0,97329,45.015778290378314,-89.06029152940647,1133,161,WI
145346,5,2.5,1562,2081,3.0,0,3,4,4,1945,0.0,37597,28.366840306911204,-67.81888365500086,1562,0,MS
413682,4,3.0,2850,12086,1.5,0,0,2,13,1946,0.0,84289,46.27753870314765,-73.70339751831726,2850,0,IA
92820,4,3.5,1545,6832,3.0,0,3,3,4,1978,0.0,48397,42.51454329606778,-69.47585607201336,1545,0,OH
130356,4,1.0,2328,19539,2.5,0,3,2,12,1937,0.0,81854,28.952086300175324,-104.4718700405672,1691,636,AR
230722,5,2.0,2027,9637,3.0,0,2,5,8,1920,0.0,43069,38.579631828627235,-117.98218839349059,2027,0,UT
50000,4,2.5,1924,8742,3.0,0,4,3,10,1913,1952.0,95687,32.503751544525265,-113.26422822250134,1924,0,OR
165692,2,2.5,2701,15471,3.0,0,4,5,4,1901,0.0,50274,29.277594373878003,-95.47179098063302,2701,0,KY
127494,5,3.0,1521,12010,2.5,0,4,2,2,1971,0.0,84237,45.6203727858666,-78.78590833842064,1521,0,NM
279976,4,2.5,1569,9122,3.0,0,0,4,13,2008,2021.0,82498,34.6845463961735,-115.44124228151911,1569,0,PA
244070,5,1.0,2797,6796,2.5,0,2,5,13,2018,0.0,48197,34.565049144769176,-86.39530266113684,2797,0,GA
50000,3,1.5,1013,28288,1.5,0,2,1,2,1969,0.0,58634,29.07728019535888,-105.55607656974783,1013,0,WY
50000,2,3.5,1119,11808,1.0,0,4,4,1,2000,2019.0,40041,34.19357622605869,-104.55148187364725,1119,0,NE
133838,4,4.0,739,15422,1.5,0,3,4,5,2000,0.0,17248,45.9188043118924,-86.27068938099819,739,0,TN
413732,3,3.5,2849,4885,1.0,0,0,2,6,2020,0.0,95365,33.715089051751264,-97.38103308660645,2849,0,CO
85089,3,4.5,1894,7110,1.5,0,3,2,9,1932,0.0,12203,47.83848549999492,-77.71410229751834,1298,596,CO
119963,5,2.0,686,20561,1.0,0,1,3,5,2004,0.0,61986,47.711413581001295,-115.11264494921886,686,0,IA
50000,3,3.5,2853,16984,1.0,0,2,3,13,1905,0.0,35370,28.477567823376305,-78.97294862327881,2853,0,AR
80559,2,1.0,1444,12288,2.0,0,2,1,6,2015,0.0,45247,29.255470084543475,-120.33859086072701,1444,0,WV
50000,2,2.0,1128,8092,1.0,0,3,4,6,1989,0.0,85922,45.70417768796534,-112.93892882600052,1128,0,SC
69960,1,1.0,1804,8829,1.0,0,0,1,3,2002,0.0,10434,34.42626205419326,-86.59946627331956,1804,0,CT
361007,2,2.0,3478,6619,2.0,0,2,1,12,2004,0.0,72982,25.104975574792224,-75.26923757886894,3478,0,WI
52770,3,3.0,1605,4215,3.0,0,3,2,4,1936,1937.0,75180,31.572923672928905,-109.5972612188571,1605,0,VT
101075,2,4.5,2575,14619,3.0,0,0,1,1,1913,0.0,44474,39.343095836693436,-105.35007846775196,2575,0,WA
303790,5,2.0,2727,12694,2.0,0,3,1,4,1936,2004.0,34644,44.182383183039235,-93.38411734765583,2727,0,MT
101506,1,4.0,2443,13680,2.5,0,0,5,1,1907,0.0,48493,28.20132681023823,-111.94035003010977,2443,0,NM
624760,3,2.5,3271,8315,1.0,0,4,3,5,2002,0.0,93824,27.652992746001647,-77.76409308951219,2236,1034,AK
50000,1,1.5,1292,11278,1.0,0,0,3,11,1976,0.0,13959,47.130223685735956,-79.90271123467164,1292,0,NV
81080,3,1.5,956,7839,2.0,0,1,4,11,1912,0.0,57289,43.02756082774198,-115.71837241795045,956,0,TN
128978,5,2.0,937,6363,2.0,0,4,3,8,1939,0.0,21143,39.154710418673886,-97.56170528645197,612,324,IL
50000,1,4.0,1855,18335,2.5,0,3,4,8,2006,0.0,49593,43.46048295990227,-79.83481730068658,1855,0,LA
100151,4,3.0,1052,10607,3.0,0,4,5,5,1991,0.0,49115,35.292504671359325,-104.77221672710536,687,365,NJ
522694,3,3.5,2147,12537,1.5,0,4,3,10,1957,1972.0,32540,43.20293793541904,-87.9129111050893,2147,0,HI
142654,4,1.0,2076,14178,3.0,0,3,5,2,1917,1927.0,45481,33.923271790588856,-121.13785207691835,2076,0,IL
219788,1,3.5,3018,10670,1.0,0,3,3,12,1956,0.0,87097,30.858269739822457,-89.30474064982887,3018,0,MS
168657,4,1.0,2291,11203,2.0,0,1,3,6,1982,0.0,32578,42.49632211103125,-115.2987801399654,2291,0,NH
265160,4,3.5,1583,4566,2.5,0,3,5,1,1937,0.0,22787,35.072135011774435,-76.65675046847628,1094,489,CA
84372,1,2.0,2410,5519,3.0,0,2,1,7,1931,0.0,82048,48.55305050382867,-103.73938057591272,1872,538,OH
129847,5,1.0,969,5260,2.5,0,2,1,11,1985,0.0,62879,33.38764437539442,-107.95142982449285,969,0,ME
158203,4,1.0,1961,13027,3.0,0,1,1,4,1965,2020.0,20596,47.121458092745584,-76.06932832744536,1961,0,IL
385736,4,2.5,2319,10354,1.0,0,0,1,5,1976,0.0,70669,47.39110116560991,-121.14179068490682,1223,1096,CA
158145,5,1.5,2129,5519,1.5,0,0,3,6,1986,0.0,29930,30.804470729553906,-101.39329843794235,2129,0,UT
127444,4,3.0,2415,12900,2.5,0,2,2,11,1924,0.0,57950,44.15730835811232,-102.90979818722322,2415,0,IN
149670,4,3.0,1355,12717,2.5,0,3,5,1,1991,0.0,28687,35.39378812346956,-107.7663786677756,1355,0,PA
248796,4,1.0,3152,6525,1.5,0,1,2,9,1957,0.0,62833,47.02059345352835,-72.0300030759158,3152,0,MI
262077,2,3.5,3822,9860,2.5,0,0,2,10,1974,0.0,45989,35.80298254324573,-81.19708156954684,3822,0,FL
64096,5,4.0,397,12735,2.5,0,0,4,4,1932,0.0,40183,42.86328921609679,-120.35637964105949,397,0,WI
136771,4,1.0,784,5708,3.0,0,4,1,8,1987,0.0,30758,36.207217819931145,-83.2628153822076,784,0,SC
374057,5,2.0,2043,12831,3.0,0,2,3,5,1965,0.0,11082,30.46721813710855,-93.94394941165875,2043,0,MT
111052,3,4.0,1743,11505,1.5,0,3,1,11,1929,0.0,55891,29.78440309467247,-72.65053001911,1155,588,VT
779892,3,1.5,3896,5004,1.0,0,1,1,8,1980,2000.0,55810,35.21034866215229,-106.16209981114356,2776,1119,CA
191730,4,2.5,2219,11098,2.5,0,0,2,1,2003,0.0,56901,43.131871768341156,-91.27276602225378,2219,0,NH
50000,5,3.0,3392,11828,1.0,1,4,4,8,1933,0.0,93512,39.5217156443384,-95.4569493397638,3392,0,MI
50000,5,2.0,-49,6869,1.5,0,2,1,11,2001,0.0,81062,41.52710295761304,-96.09502834502648,-32,-16,WI
50000,5,4.5,2814,7263,1.5,0,2,5,13,1985,2013.0,31563,31.77583241756662,-98.00199222751888,2270,543,AZ
107665,2,3.5,1284,4957,3.0,0,1,5,11,1968,0.0,82008,36.554448302982536,-112.27911989465997,1284,0,NV
62939,3,1.0,1268,7755,2.5,0,0,1,4,1947,0.0,12775,26.065486359263847,-80.92453441793361,1268,0,PA
414085,5,3.5,1751,9939,2.0,0,1,2,2,1939,2019.0,25828,44.620777982994895,-98.27384613386054,1751,0,IN
56826,5,1.5,575,7277,1.5,0,1,2,11,1950,0.0,27974,48.757411893756995,-69.36457232485148,575,0,WA
172821,2,1.0,2442,2575,2.5,0,4,3,6,1979,0.0,32388,34.765097502992106,-109.13391965001175,2442,0,IN
196999,2,2.5,2190,6557,1.0,0,2,4,2,1912,1985.0,90591,25.26312767515704,-85.08360114125865,2190,0,TX
50000,5,2.5,2266,7913,3.0,0,3,2,5,1989,2013.0,28615,29.075023349222736,-70.37912646057082,1514,751,HI
186785,1,2.0,2887,14084,1.0,0,2,3,2,1930,0.0,47886,40.66064506601005,-86.18287558808272,2887,0,FL
1145870,5,4.0,3514,12973,1.5,0,2,5,3,2015,0.0,32838,39.68990363689262,-74.3374442658085,3514,0,PA
50000,5,4.5,1636,14181,1.5,0,4,5,11,1938,1989.0,50728,43.908753270053055,-76.83358529385066,1636,0,WA
554308,2,2.0,2477,6304,1.0,1,3,5,6,1962,0.0,88000,31.093216263065635,-103.47329021712679,2477,0,UT
196649,2,4.5,2292,10707,1.5,0,0,1,1,1947,1976.0,62798,43.327165973131216,-89.7929354234487,1570,722,CO
244852,5,3.0,2377,-2115,2.5,0,3,4,6,1986,2014.0,82776,41.511616516568075,-115.09310363075274,2377,0,AL
436026,5,3.5,2392,12144,1.5,0,0,3,3,1947,0.0,80478,32.74754794513224,-93.47502468635082,1820,572,MO
1151564,5,4.0,3590,13054,3.0,0,3,4,7,1960,2014.0,29622,38.09171555336709,-110.86594760658278,3590,0,KS
104174,2,4.5,1540,8241,2.5,0,1,1,2,1911,0.0,23536,28.53457140395984,-81.60700154771061,1540,0,IA
81926,5,3.5,474,11477,2.0,0,3,3,6,1977,0.0,77136,35.86154808245398,-93.9006699521489,413,60,ND
94572,5,1.5,1302,2425,1.5,0,4,3,8,1955,0.0,15700,46.148736149335384,-100.56004032999536,1302,0,KY
94063,4,3.0,2757,5994,1.5,0,0,2,1,1917,0.0,48839,35.10859311580938,-108.67856551848229,2757,0,AZ
215569,1,3.0,2023,13827,3.0,0,2,4,11,1926,0.0,20248,45.14960095541013,-67.07418653504665,1189,834,AZ
62919,3,4.5,1532,12556,3.0,0,4,4,11,1927,0.0,55291,39.16608076623267,-119.91250030955884,1532,0,OR
105991,1,3.5,923,7940,1.0,0,0,2,13,1981,0.0,92629,29.60504111445656,-121.51704120737206,923,0,KY
291662,4,4.0,2221,14056,1.0,0,0,5,9,1979,0.0,94891,38.946549872749515,-111.61632817184972,2221,0,WI
327928,3,4.0,2644,10691,1.0,0,2,1,5,1951,0.0,27177,37.14359989976953,-68.64886985821428,2644,0,PA
198159,5,2.0,2305,7478,3.0,0,1,4,5,1915,0.0,29483,34.567392044713216,-68.18342440576089,2305,0,AL
284472,4,3.0,1746,9085,1.0,0,4,2,13,1976,0.0,53815,27.871130548385686,-86.66911911798826,1269,476,CT
127552,5,1.0,2146,7722,1.0,0,2,3,12,1957,1981.0,48533,35.001007932333515,-73.83391996923493,2146,0,MT
174319,2,2.0,2140,4081,2.0,0,2,2,5,1992,0.0,10026,26.74629702975105,-111.80418134207466,2140,0,WA
91804,4,4.5,2189,16283,1.0,0,1,5,6,1908,0.0,70611,27.37045723357003,-68.59360063193245,2189,0,RI
50000,2,4.0,815,7159,1.5,0,4,1,2,1925,0.0,97242,34.98199679038518,-115.86126354204481,815,0,ME
268273,4,1.5,2197,5838,3.0,0,2,5,6,1927,0.0,34660,32.32915556724313,-118.23586427364548,1782,415,NJ
429391,4,4.0,1559,2353,2.5,0,1,3,11,2004,0.0,65103,47.213063820693364,-117.60394226290545,1559,0,TX
113314,2,3.0,3040,-3179,2.0,0,4,3,4,1976,0.0,62253,34.016939329126494,-91.33170837346381,3040,0,IN
248998,3,2.5,2132,13507,3.0,0,3,3,8,1935,0.0,52082,43.1885949297304,-79.48445915907101,2132,0,IL
344812,1,4.5,2835,13968,3.0,0,0,3,13,1908,0.0,26258,37.72594063278983,-103.09997086114592,2835,0,MD
248515,5,4.0,1698,15965,1.5,0,1,2,11,1946,0.0,99690,41.89805604741605,-68.2599286961908,1233,464,MT
398305,4,1.5,1734,9254,1.0,0,0,3,9,1977,0.0,25389,31.24278359236958,-99.23805212725522,1734,0,NE
228675,5,3.5,3494,8390,1.5,0,3,3,9,1950,0.0,37685,47.6057193481199,-115.42443260592667,3494,0,MO
83321,2,4.5,2436,7461,1.0,0,2,2,8,1975,2012.0,69220,37.72212392594618,-97.43989535339021,2436,0,FL
50000,5,1.5,1285,7917,1.0,0,2,3,3,2016,0.0,37195,44.95177771084599,-85.29488157092092,1285,0,SD
666204,2,4.0,2896,15598,3.0,0,4,5,10,2021,0.0,31797,33.761096643426725,-76.56313051125042,2896,0,WV
189194,5,1.5,1466,9867,1.0,0,1,5,11,1956,1996.0,81310,27.40507237721259,-97.85020747247421,1025,441,ID
95551,1,1.0,2225,11890,2.0,0,1,4,11,1931,0.0,76332,41.16907954530037,-90.16441091519745,2225,0,GA
524627,1,3.0,3836,7789,2.0,0,4,5,4,2001,0.0,72907,25.186231560098186,-108.76135140694535,2089,1746,CO
50000,1,4.0,568,16604,2.0,0,0,1,1,1966,0.0,17188,36.4070314375722,-87.1827579948857,568,0,WY
534605,1,3.0,1824,476,3.0,0,2,1,9,2021,0.0,33696,29.627245663995023,-67.7995991948304,1824,0,ND
165573,1,1.5,2408,3897,1.5,0,2,1,5,1956,0.0,12024,40.057012106448695,-121.20394636249576,2408,0,SD
184672,1,2.5,2764,11898,2.5,0,1,2,6,1953,0.0,83202,48.50607695530845,-73.46775176980543,2120,643,ME
193762,2,4.0,758,18753,1.0,0,1,5,3,2015,0.0,45985,36.14566975169551,-91.9498973422512,758,0,CO
50000,4,2.0,464,8874,2.5,0,4,1,11,1915,0.0,16584,44.619958156616,-109.6303764049489,464,0,AK
595023,5,4.0,3090,5788,1.5,0,3,4,10,1961,0.0,37044,37.1868204868269,-69.5712865294723,2390,699,IA
62441,1,3.0,1279,15003,1.5,0,0,2,8,1983,0.0,15285,36.90016074649658,-96.44880472564276,1279,0,KY
134911,2,3.5,1237,11618,3.0,0,3,4,7,1995,0.0,73115,47.330163836290666,-105.09365565461702,1237,0,KS
856095,2,3.0,3550,16451,2.0,0,3,5,1,1955,0.0,17370,46.35918084992036,-113.65463518856205,2418,1131,NV
379045,2,3.5,2069,3548,2.0,0,1,3,10,1922,0.0,27903,43.859211164511386,-110.06622401537027,2069,0,MA
335725,4,3.0,2076,16058,1.5,0,1,4,12,1916,1989.0,42499,32.11013807960282,-76.52760462928777,2076,0,DE
178293,5,2.0,1820,2257,3.0,0,1,3,5,1979,0.0,32995,38.08020197737457,-88.97862946892155,1820,0,GA
50000,4,3.0,776,8559,3.0,0,3,2,10,1937,0.0,45200,30.37353359933644,-71.94499968916598,776,0,GA
219922,3,1.0,2675,12063,1.0,0,0,4,9,1971,2013.0,98377,35.654000753116954,-110.7777982270062,2675,0,WY
240683,2,1.5,2409,10930,2.0,0,1,4,12,1982,0.0,80402,36.621113578234976,-117.09510129061262,1521,887,GA
294398,3,2.5,2168,15302,1.5,0,2,2,11,1929,0.0,23566,44.95936096406394,-123.65301073439137,2168,0,FL
50000,1,4.5,1883,866,2.5,0,0,2,12,2020,0.0,47822,46.50468076779983,-95.05186385588836,1883,0,NV
106826,1,1.0,1707,10705,2.0,0,2,1,6,1957,0.0,61222,34.95088149751547,-67.09650496822667,1514,192,MS
429557,4,4.0,2912,15998,1.0,0,0,5,8,1997,0.0,60668,25.424906681757694,-84.38697967733758,2912,0,ME
222718,5,2.5,1858,10296,3.0,0,1,4,10,1977,0.0,73853,45.68257215494451,-106.42150825798667,1858,0,NC
59047,3,4.5,1935,4288,1.5,0,4,4,1,1921,0.0,64643,29.182688284032658,-74.01906076750822,1935,0,AR
50000,5,4.0,2529,15037,2.0,0,1,2,10,2007,2008.0,32333,39.92516713336944,-79.4418308386863,2529,0,AZ
313918,4,4.0,2207,6758,2.5,0,3,2,11,1916,1955.0,25958,25.599301610419147,-123.12133553363726,2207,0,TN
681949,1,4.5,3642,5878,1.0,0,3,5,7,2022,0.0,62442,34.58815540625354,-77.43895260916172,3642,0,ID
50000,5,2.0,238,5249,1.0,0,0,2,3,1914,0.0,30954,48.66304725076839,-106.86997483740572,238,0,LA
52919,5,1.0,2299,9006,2.0,0,3,3,9,2013,0.0,85174,27.416646426491276,-115.46861251873474,2299,0,MN
81804,1,3.5,1294,10915,2.5,0,1,3,6,1947,0.0,19675,35.168635647991415,-111.09914213498675,1294,0,MD
208576,3,4.0,1057,3654,1.0,0,2,3,5,1931,0.0,99590,32.37159880455885,-97.29095115061708,915,142,CO
97510,1,1.5,1542,4681,1.5,0,1,3,8,1976,2016.0,41661,46.72211496131834,-99.78252815712338,1542,0,ND
50000,5,1.0,2054,6527,1.0,0,0,5,8,1984,0.0,74289,45.86416258977653,-107.53342393566908,1718,335,TN
286878,3,2.5,2099,5225,2.5,0,3,4,12,2012,0.0,27184,30.704770247349494,-114.18355563419914,2099,0,AK
50000,3,1.0,482,10183,3.0,0,2,3,12,1939,0.0,57963,26.94850688921035,-80.55284499039635,348,134,NJ
50000,1,2.5,1458,11806,3.0,0,4,2,3,1996,0.0,35822,40.05132145746682,-67.56374232710974,1458,0,FL
272353,5,4.5,2281,11119,2.0,0,2,3,2,1956,0.0,72303,33.072849085209036,-79.66587991607764,2281,0,NE
133582,4,4.5,1123,11126,2.5,0,2,5,2,1957,2002.0,86465,41.13002537454551,-107.13159284272216,1123,0,TN
151087,5,3.5,885,18354,1.0,0,1,2,5,1990,1993.0,15267,25.77087414562755,-110.0458891995084,559,326,ND
50000,2,3.0,-256,12118,1.0,0,4,3,10,1998,0.0,62647,28.201581644259747,-111.59304506424152,-256,0,SC
121624,4,3.0,1336,13919,3.0,0,0,4,12,1915,1921.0,72814,41.47293358654344,-116.20838075412493,1074,261,MS
50000,3,1.5,850,7926,3.0,0,0,2,7,1927,1958.0,46025,30.096895727259948,-92.57415866753882,555,295,WI
54103,4,4.0,1016,14720,1.5,0,2,2,8,1997,1997.0,87605,45.58210421829764,-89.49217879865938,1016,0,KY
729218,3,2.0,1728,7688,3.0,1,2,4,10,2010,0.0,10981,26.40618130504325,-83.78634834220117,1083,644,NH
65377,3,3.0,1400,12057,1.5,0,3,2,8,1900,0.0,53436,30.17156758685379,-85.22783785678092,1104,295,OK
57749,4,2.0,833,3143,1.0,0,4,3,13,1940,1957.0,28472,48.96544596364165,-107.3370012568472,619,214,WY
50000,3,2.0,-115,10831,1.5,0,2,2,12,1947,0.0,29336,35.39382646208303,-105.17227269237975,-115,0,ID
230611,3,3.5,2302,5123,1.5,0,3,3,8,1930,0.0,35587,41.87117592507144,-85.15367147978674,1846,455,NM
257740,2,4.5,2752,14680,2.0,0,4,4,10,1935,1982.0,87192,29.383913172568327,-104.08148447533318,1985,767,WI
173564,5,3.5,1603,14379,3.0,0,0,1,12,2007,0.0,94046,39.63684963965291,-111.88047819169915,1603,0,FL
110237,5,2.5,1734,7666,1.5,0,3,4,11,1932,0.0,63013,42.426545640866046,-102.66283923928584,1106,628,ME
156796,2,3.0,2002,20247,1.0,0,4,3,3,1932,0.0,94511,32.54743926079625,-108.49120301805527,1052,950,VA
382389,4,2.0,3578,8570,2.5,0,3,5,11,2002,0.0,19665,44.89353068742106,-118.96617489054107,3578,0,VA
50000,1,2.5,432,1939,1.5,0,2,4,2,1981,0.0,37097,39.482021883334795,-76.68208257023075,217,215,KY
102093,1,3.0,1585,6104,3.0,0,1,5,13,1922,0.0,62474,34.338952230760725,-75.37265081804892,911,673,AK
50000,1,1.0,278,4779,2.0,0,0,5,4,1959,0.0,81973,38.3834174402358,-111.47423289048787,278,0,SC
819479,2,3.5,2362,11898,1.0,0,2,3,1,1986,2008.0,35185,38.84226033846218,-120.3079846270635,2362,0,CA
50000,2,1.0,1856,3823,2.0,0,2,3,3,1978,2015.0,85911,28.972847024652786,-81.88683607098277,1310,545,RI
220535,3,2.5,2202,7303,2.5,0,4,1,11,1989,0.0,40484,34.66557687680719,-111.94286832578541,1170,1032,WV
