title,category,category_code,summary,summary_word_count
Potential Functions based Sampling Heuristic For Optimal Path Planning,Robotics,cs.RO,"Rapidly-exploring Random Tree Star(RRT*) is a recently proposed extension of
Rapidly-exploring Random Tree (RRT) algorithm that provides a collision-free,
asymptotically optimal path regardless of obstacle's geometry in a given
environment. However, one of the limitations in the RRT* algorithm is slow
convergence to optimal path solution. As a result, it consumes high memory as
well as time due to a large number of iterations utilised in achieving optimal
path solution. To overcome these limitations, we propose the Potential Function
Based-RRT* (P-RRT*) that incorporates the Artificial Potential Field Algorithm
in RRT*. The proposed algorithm allows a considerable decrease in the number of
iterations and thus leads to more efficient memory utilization and an
accelerated convergence rate. In order to illustrate the usefulness of the
proposed algorithm in terms of space execution and convergence rate, this paper
presents rigorous simulation based comparisons between the proposed techniques
and RRT* under different environmental conditions. Moreover, both algorithms
are also tested and compared under non-holonomic differential constraints.",162
Curriculum Domain Adaptation for Semantic Segmentation of Urban Scenes,Computer Vision and Pattern Recognition,cs.CV,"During the last half decade, convolutional neural networks (CNNs) have
triumphed over semantic segmentation, which is one of the core tasks in many
applications such as autonomous driving. However, to train CNNs requires a
considerable amount of data, which is difficult to collect and laborious to
annotate. Recent advances in computer graphics make it possible to train CNNs
on photo-realistic synthetic imagery with computer-generated annotations.
Despite this, the domain mismatch between the real images and the synthetic
data cripples the models' performance. Hence, we propose a curriculum-style
learning approach to minimize the domain gap in urban scenery semantic
segmentation. The curriculum domain adaptation solves easy tasks first to infer
necessary properties about the target domain; in particular, the first task is
to learn global label distributions over images and local distributions over
landmark superpixels. These are easy to estimate because images of urban scenes
have strong idiosyncrasies (e.g., the size and spatial relations of buildings,
streets, cars, etc.). We then train a segmentation network while regularizing
its predictions in the target domain to follow those inferred properties. In
experiments, our method outperforms the baselines on two datasets and two
backbone networks. We also report extensive ablation studies about our
approach.",200
"""The World Is Its Own Best Model"": Robust Real-World Manipulation
  Through Online Behavior Selection",Robotics,cs.RO,"Robotic manipulation behavior should be robust to disturbances that violate
high-level task-structure. Such robustness can be achieved by constantly
monitoring the environment to observe the discrete high-level state of the
task. This is possible because different phases of a task are characterized by
different sensor patterns and by monitoring these patterns a robot can decide
which controllers to execute in the moment. This relaxes assumptions about the
temporal sequence of those controllers and makes behavior robust to unforeseen
disturbances. We implement this idea as probabilistic filter over discrete
states where each state is direcly associated with a controller. Based on this
framework we present a robotic system that is able to open a drawer and grasp
tennis balls from it in a surprisingly robust way.",125
Importance of Textlines in Historical Document Classification,Computer Vision and Pattern Recognition,cs.CV,"This paper describes a system prepared at Brno University of Technology for
ICDAR 2021 Competition on Historical Document Classification, experiments
leading to its design, and the main findings. The solved tasks include script
and font classification, document origin localization, and dating. We combined
patch-level and line-level approaches, where the line-level system utilizes an
existing, publicly available page layout analysis engine. In both systems,
neural networks provide local predictions which are combined into page-level
decisions, and the results of both systems are fused using linear or log-linear
interpolation. We propose loss functions suitable for weakly supervised
classification problem where multiple possible labels are provided, and we
propose loss functions suitable for interval regression in the dating task. The
line-level system significantly improves results in script and font
classification and in the dating task. The full system achieved 98.48 %, 88.84
%, and 79.69 % accuracy in the font, script, and location classification tasks
respectively. In the dating task, our system achieved a mean absolute error of
21.91 years. Our system achieved the best results in all tasks and became the
overall winner of the competition.",184
Teacher-Student Competition for Unsupervised Domain Adaptation,Computer Vision and Pattern Recognition,cs.CV,"With the supervision from source domain only in class-level, existing
unsupervised domain adaptation (UDA) methods mainly learn the domain-invariant
representations from a shared feature extractor, which causes the source-bias
problem. This paper proposes an unsupervised domain adaptation approach with
Teacher-Student Competition (TSC). In particular, a student network is
introduced to learn the target-specific feature space, and we design a novel
competition mechanism to select more credible pseudo-labels for the training of
student network. We introduce a teacher network with the structure of existing
conventional UDA method, and both teacher and student networks compete to
provide target pseudo-labels to constrain every target sample's training in
student network. Extensive experiments demonstrate that our proposed TSC
framework significantly outperforms the state-of-the-art domain adaptation
methods on Office-31 and ImageCLEF-DA benchmarks.",126
A-ACT: Action Anticipation through Cycle Transformations,Computer Vision and Pattern Recognition,cs.CV,"While action anticipation has garnered a lot of research interest recently,
most of the works focus on anticipating future action directly through observed
visual cues only. In this work, we take a step back to analyze how the human
capability to anticipate the future can be transferred to machine learning
algorithms. To incorporate this ability in intelligent systems a question worth
pondering upon is how exactly do we anticipate? Is it by anticipating future
actions from past experiences? Or is it by simulating possible scenarios based
on cues from the present? A recent study on human psychology explains that, in
anticipating an occurrence, the human brain counts on both systems. In this
work, we study the impact of each system for the task of action anticipation
and introduce a paradigm to integrate them in a learning framework. We believe
that intelligent systems designed by leveraging the psychological anticipation
models will do a more nuanced job at the task of human action prediction.
Furthermore, we introduce cyclic transformation in the temporal dimension in
feature and semantic label space to instill the human ability of reasoning of
past actions based on the predicted future. Experiments on Epic-Kitchen,
Breakfast, and 50Salads dataset demonstrate that the action anticipation model
learned using a combination of the two systems along with the cycle
transformation performs favorably against various state-of-the-art approaches.",224
"TAC-GAN - Text Conditioned Auxiliary Classifier Generative Adversarial
  Network",Computer Vision and Pattern Recognition,cs.CV,"In this work, we present the Text Conditioned Auxiliary Classifier Generative
Adversarial Network, (TAC-GAN) a text to image Generative Adversarial Network
(GAN) for synthesizing images from their text descriptions. Former approaches
have tried to condition the generative process on the textual data; but allying
it to the usage of class information, known to diversify the generated samples
and improve their structural coherence, has not been explored. We trained the
presented TAC-GAN model on the Oxford-102 dataset of flowers, and evaluated the
discriminability of the generated images with Inception-Score, as well as their
diversity using the Multi-Scale Structural Similarity Index (MS-SSIM). Our
approach outperforms the state-of-the-art models, i.e., its inception score is
3.45, corresponding to a relative increase of 7.8% compared to the recently
introduced StackGan. A comparison of the mean MS-SSIM scores of the training
and generated samples per class shows that our approach is able to generate
highly diverse images with an average MS-SSIM of 0.14 over all generated
classes.",161
Onion-Peel Networks for Deep Video Completion,Computer Vision and Pattern Recognition,cs.CV,"We propose the onion-peel networks for video completion. Given a set of
reference images and a target image with holes, our network fills the hole by
referring the contents in the reference images. Our onion-peel network
progressively fills the hole from the hole boundary enabling it to exploit
richer contextual information for the missing regions every step. Given a
sufficient number of recurrences, even a large hole can be inpainted
successfully. To attend to the missing information visible in the reference
images, we propose an asymmetric attention block that computes similarities
between the hole boundary pixels in the target and the non-hole pixels in the
references in a non-local manner. With our attention block, our network can
have an unlimited spatial-temporal window size and fill the holes with globally
coherent contents. In addition, our framework is applicable to the image
completion guided by the reference images without any modification, which is
difficult to do with the previous methods. We validate that our method produces
visually pleasing image and video inpainting results in realistic test cases.",175
"Efficient reinforcement learning control for continuum robots based on
  Inexplicit Prior Knowledge",Robotics,cs.RO,"Compared to rigid robots that are generally studied in reinforcement
learning, the physical characteristics of some sophisticated robots such as
soft or continuum robots are higher complicated. Moreover, recent reinforcement
learning methods are data-inefficient and can not be directly deployed to the
robot without simulation. In this paper, we propose an efficient reinforcement
learning method based on inexplicit prior knowledge in response to such
problems. We first corroborate the method by simulation and employed directly
in the real world. By using our method, we can achieve active visual tracking
and distance maintenance of a tendon-driven robot which will be critical in
minimally invasive procedures. Codes are available at
https://github.com/Skylark0924/TendonTrack.",109
Fault-Aware Robust Control via Adversarial Reinforcement Learning,Robotics,cs.RO,"Robots have limited adaptation ability compared to humans and animals in the
case of damage. However, robot damages are prevalent in real-world
applications, especially for robots deployed in extreme environments. The
fragility of robots greatly limits their widespread application. We propose an
adversarial reinforcement learning framework, which significantly increases
robot robustness over joint damage cases in both manipulation tasks and
locomotion tasks. The agent is trained iteratively under the joint damage cases
where it has poor performance. We validate our algorithm on a three-fingered
robot hand and a quadruped robot. Our algorithm can be trained only in
simulation and directly deployed on a real robot without any fine-tuning. It
also demonstrates exceeding success rates over arbitrary joint damage cases.",119
"Discovering Spatial Relationships by Transformers for Domain
  Generalization",Computer Vision and Pattern Recognition,cs.CV,"Due to the rapid increase in the diversity of image data, the problem of
domain generalization has received increased attention recently. While domain
generalization is a challenging problem, it has achieved great development
thanks to the fast development of AI techniques in computer vision. Most of
these advanced algorithms are proposed with deep architectures based on
convolution neural nets (CNN). However, though CNNs have a strong ability to
find the discriminative features, they do a poor job of modeling the relations
between different locations in the image due to the response to CNN filters are
mostly local. Since these local and global spatial relationships are
characterized to distinguish an object under consideration, they play a
critical role in improving the generalization ability against the domain gap.
In order to get the object parts relationships to gain better domain
generalization, this work proposes to use the self attention model. However,
the attention models are proposed for sequence, which are not expert in
discriminate feature extraction for 2D images. Considering this, we proposed a
hybrid architecture to discover the spatial relationships between these local
features, and derive a composite representation that encodes both the
discriminative features and their relationships to improve the domain
generalization. Evaluation on three well-known benchmarks demonstrates the
benefits of modeling relationships between the features of an image using the
proposed method and achieves state-of-the-art domain generalization
performance. More specifically, the proposed algorithm outperforms the
state-of-the-art by 2.2% and 3.4% on PACS and Office-Home databases,
respectively.",247
"Autonomous Control of a Line Follower Robot Using a Q-Learning
  Controller",Robotics,cs.RO,"In this paper, a MIMO simulated annealing SA based Q learning method is
proposed to control a line follower robot. The conventional controller for
these types of robots is the proportional P controller. Considering the unknown
mechanical characteristics of the robot and uncertainties such as friction and
slippery surfaces, system modeling and controller designing can be extremely
challenging. The mathematical modeling for the robot is presented in this
paper, and a simulator is designed based on this model. The basic Q learning
methods are based pure exploitation and the epsilon-greedy methods, which help
exploration, can harm the controller performance after learning completion by
exploring nonoptimal actions. The simulated annealing based Q learning method
tackles this drawback by decreasing the exploration rate when the learning
increases. The simulation and experimental results are provided to evaluate the
effectiveness of the proposed controller.",140
Meta-Learning for Multi-Label Few-Shot Classification,Computer Vision and Pattern Recognition,cs.CV,"Even with the luxury of having abundant data, multi-label classification is
widely known to be a challenging task to address. This work targets the problem
of multi-label meta-learning, where a model learns to predict multiple labels
within a query (e.g., an image) by just observing a few supporting examples. In
doing so, we first propose a benchmark for Few-Shot Learning (FSL) with
multiple labels per sample. Next, we discuss and extend several solutions
specifically designed to address the conventional and single-label FSL, to work
in the multi-label regime. Lastly, we introduce a neural module to estimate the
label count of a given sample by exploiting the relational inference. We will
show empirically the benefit of the label count module, the label propagation
algorithm, and the extensions of conventional FSL methods on three challenging
datasets, namely MS-COCO, iMaterialist, and Open MIC. Overall, our thorough
experiments suggest that the proposed label-propagation algorithm in
conjunction with the neural label count module (NLC) shall be considered as the
method of choice.",167
Benchmarking Reinforcement Learning Techniques for Autonomous Navigation,Robotics,cs.RO,"Deep reinforcement learning (RL) has brought many successes for autonomous
robot navigation. However, there still exists important limitations that
prevent real-world use of RL-based navigation systems. For example, most
learning approaches lack safety guarantees; and learned navigation systems may
not generalize well to unseen environments. Despite a variety of recent
learning techniques to tackle these challenges in general, a lack of an
open-source benchmark and reproducible learning methods specifically for
autonomous navigation makes it difficult for roboticists to choose what
learning methods to use for their mobile robots and for learning researchers to
identify current shortcomings of general learning methods for autonomous
navigation. In this paper, we identify four major desiderata of applying deep
RL approaches for autonomous navigation: (D1) reasoning under uncertainty, (D2)
safety, (D3) learning from limited trial-and-error data, and (D4)
generalization to diverse and novel environments. Then, we explore four major
classes of learning techniques with the purpose of achieving one or more of the
four desiderata: memory-based neural network architectures (D1), safe RL (D2),
model-based RL (D2, D3), and domain randomization (D4). By deploying these
learning techniques in a new open-source large-scale navigation benchmark and
real-world environments, we perform a comprehensive study aimed at establishing
to what extent can these techniques achieve these desiderata for RL-based
navigation systems.",212
"Desk Organization: Effect of Multimodal Inputs on Spatial Relational
  Learning",Robotics,cs.RO,"For robots to operate in a three dimensional world and interact with humans,
learning spatial relationships among objects in the surrounding is necessary.
Reasoning about the state of the world requires inputs from many different
sensory modalities including vision ($V$) and haptics ($H$). We examine the
problem of desk organization: learning how humans spatially position different
objects on a planar surface according to organizational ''preference''. We
model this problem by examining how humans position objects given multiple
features received from vision and haptic modalities. However, organizational
habits vary greatly between people both in structure and adherence. To deal
with user organizational preferences, we add an additional modality,
''utility'' ($U$), which informs on a particular human's perceived usefulness
of a given object. Models were trained as generalized (over many different
people) or tailored (per person). We use two types of models: random forests,
which focus on precise multi-task classification, and Markov logic networks,
which provide an easily interpretable insight into organizational habits. The
models were applied to both synthetic data, which proved to be learnable when
using fixed organizational constraints, and human-study data, on which the
random forest achieved over 90% accuracy. Over all combinations of $\{H, U,
V\}$ modalities, $UV$ and $HUV$ were the most informative for organization. In
a follow-up study, we gauged participants preference of desk organizations by a
generalized random forest organization vs. by a random model. On average,
participants rated the random forest models as 4.15 on a 5-point Likert scale
compared to 1.84 for the random model",252
"EgoCap: Egocentric Marker-less Motion Capture with Two Fisheye Cameras
  (Extended Abstract)",Computer Vision and Pattern Recognition,cs.CV,"Marker-based and marker-less optical skeletal motion-capture methods use an
outside-in arrangement of cameras placed around a scene, with viewpoints
converging on the center. They often create discomfort by possibly needed
marker suits, and their recording volume is severely restricted and often
constrained to indoor scenes with controlled backgrounds. We therefore propose
a new method for real-time, marker-less and egocentric motion capture which
estimates the full-body skeleton pose from a lightweight stereo pair of fisheye
cameras that are attached to a helmet or virtual-reality headset. It combines
the strength of a new generative pose estimation framework for fisheye views
with a ConvNet-based body-part detector trained on a new automatically
annotated and augmented dataset. Our inside-in method captures full-body motion
in general indoor and outdoor scenes, and also crowded scenes.",128
"Anomaly Detection in Video Using Predictive Convolutional Long
  Short-Term Memory Networks",Computer Vision and Pattern Recognition,cs.CV,"Automating the detection of anomalous events within long video sequences is
challenging due to the ambiguity of how such events are defined. We approach
the problem by learning generative models that can identify anomalies in videos
using limited supervision. We propose end-to-end trainable composite
Convolutional Long Short-Term Memory (Conv-LSTM) networks that are able to
predict the evolution of a video sequence from a small number of input frames.
Regularity scores are derived from the reconstruction errors of a set of
predictions with abnormal video sequences yielding lower regularity scores as
they diverge further from the actual sequence over time. The models utilize a
composite structure and examine the effects of conditioning in learning more
meaningful representations. The best model is chosen based on the
reconstruction and prediction accuracy. The Conv-LSTM models are evaluated both
qualitatively and quantitatively, demonstrating competitive results on anomaly
detection datasets. Conv-LSTM units are shown to be an effective tool for
modeling and predicting video sequences.",159
"Emergence of specialized Collective Behaviors in Evolving Heterogeneous
  Swarms",Robotics,cs.RO,"Natural groups of animals, such as swarms of social insects, exhibit
astonishing degrees of task specialization, useful to address complex tasks and
to survive. This is supported by phenotypic plasticity: individuals sharing the
same genotype that is expressed differently for different classes of
individuals, each specializing in one task. In this work, we evolve a swarm of
simulated robots with phenotypic plasticity to study the emergence of
specialized collective behavior during an emergent perception task. Phenotypic
plasticity is realized in the form of heterogeneity of behavior by dividing the
genotype into two components, with one different neural network controller
associated to each component. The whole genotype, expressing the behavior of
the whole group through the two components, is subject to evolution with a
single fitness function. We analyse the obtained behaviors and use the insights
provided by these results to design an online regulatory mechanism. Our
experiments show three main findings: 1) The sub-groups evolve distinct
emergent behaviors. 2) The effectiveness of the whole swarm depends on the
interaction between the two sub-groups, leading to a more robust performance
than with singular sub-group behavior. 3) The online regulatory mechanism
enhances overall performance and scalability.",194
Point-Based Modeling of Human Clothing,Computer Vision and Pattern Recognition,cs.CV,"We propose a new approach to human clothing modeling based on point clouds.
Within this approach, we learn a deep model that can predict point clouds of
various outfits, for various human poses, and for various human body shapes.
Notably, outfits of various types and topologies can be handled by the same
model. Using the learned model, we can infer the geometry of new outfits from
as little as a single image, and perform outfit retargeting to new bodies in
new poses. We complement our geometric model with appearance modeling that uses
the point cloud geometry as a geometric scaffolding and employs neural
point-based graphics to capture outfit appearance from videos and to re-render
the captured outfits. We validate both geometric modeling and appearance
modeling aspects of the proposed approach against recently proposed methods and
establish the viability of point-based clothing modeling.",142
"Memory-based Deep Reinforcement Learning for Obstacle Avoidance in UAV
  with Limited Environment Knowledge",Robotics,cs.RO,"This paper presents our method for enabling a UAV quadrotor, equipped with a
monocular camera, to autonomously avoid collisions with obstacles in
unstructured and unknown indoor environments. When compared to obstacle
avoidance in ground vehicular robots, UAV navigation brings in additional
challenges because the UAV motion is no more constrained to a well-defined
indoor ground or street environment. Horizontal structures in indoor and
outdoor environments like decorative items, furnishings, ceiling fans,
sign-boards, tree branches etc., also become relevant obstacles unlike those
for ground vehicular robots. Thus, methods of obstacle avoidance developed for
ground robots are clearly inadequate for UAV navigation. Current control
methods using monocular images for UAV obstacle avoidance are heavily dependent
on environment information. These controllers do not fully retain and utilize
the extensively available information about the ambient environment for
decision making. We propose a deep reinforcement learning based method for UAV
obstacle avoidance (OA) and autonomous exploration which is capable of doing
exactly the same. The crucial idea in our method is the concept of partial
observability and how UAVs can retain relevant information about the
environment structure to make better future navigation decisions. Our OA
technique uses recurrent neural networks with temporal attention and provides
better results compared to prior works in terms of distance covered during
navigation without collisions. In addition, our technique has a high inference
rate (a key factor in robotic applications) and is energy-efficient as it
minimizes oscillatory motion of UAV and reduces power wastage.",244
Defensive Approximation: Securing CNNs using Approximate Computing,Cryptography and Security,cs.CR,"In the past few years, an increasing number of machine-learning and deep
learning structures, such as Convolutional Neural Networks (CNNs), have been
applied to solving a wide range of real-life problems. However, these
architectures are vulnerable to adversarial attacks. In this paper, we propose
for the first time to use hardware-supported approximate computing to improve
the robustness of machine learning classifiers. We show that our approximate
computing implementation achieves robustness across a wide range of attack
scenarios. Specifically, for black-box and grey-box attack scenarios, we show
that successful adversarial attacks against the exact classifier have poor
transferability to the approximate implementation. Surprisingly, the robustness
advantages also apply to white-box attacks where the attacker has access to the
internal implementation of the approximate classifier. We explain some of the
possible reasons for this robustness through analysis of the internal operation
of the approximate implementation. Furthermore, our approximate computing model
maintains the same level in terms of classification accuracy, does not require
retraining, and reduces resource utilization and energy consumption of the CNN.
We conducted extensive experiments on a set of strong adversarial attacks; We
empirically show that the proposed implementation increases the robustness of a
LeNet-5 and an Alexnet CNNs by up to 99% and 87%, respectively for strong
grey-box adversarial attacks along with up to 67% saving in energy consumption
due to the simpler nature of the approximate logic. We also show that a
white-box attack requires a remarkably higher noise budget to fool the
approximate classifier, causing an average of 4db degradation of the PSNR of
the input image relative to the images that succeed in fooling the exact
classifier",271
"Wish you were here: Hindsight Goal Selection for long-horizon dexterous
  manipulation",Robotics,cs.RO,"Complex sequential tasks in continuous-control settings often require agents
to successfully traverse a set of ""narrow passages"" in their state space.
Solving such tasks with a sparse reward in a sample-efficient manner poses a
challenge to modern reinforcement learning (RL) due to the associated
long-horizon nature of the problem and the lack of sufficient positive signal
during learning. Various tools have been applied to address this challenge.
When available, large sets of demonstrations can guide agent exploration.
Hindsight relabelling on the other hand does not require additional sources of
information. However, existing strategies explore based on task-agnostic goal
distributions, which can render the solution of long-horizon tasks impractical.
In this work, we extend hindsight relabelling mechanisms to guide exploration
along task-specific distributions implied by a small set of successful
demonstrations. We evaluate the approach on four complex, single and dual arm,
robotics manipulation tasks against strong suitable baselines. The method
requires far fewer demonstrations to solve all tasks and achieves a
significantly higher overall performance as task complexity increases. Finally,
we investigate the robustness of the proposed solution with respect to the
quality of input representations and the number of demonstrations.",191
"Learning Models for Shared Control of Human-Machine Systems with Unknown
  Dynamics",Robotics,cs.RO,"We present a novel approach to shared control of human-machine systems. Our
method assumes no a priori knowledge of the system dynamics. Instead, we learn
both the dynamics and information about the user's interaction from observation
through the use of the Koopman operator. Using the learned model, we define an
optimization problem to compute the optimal policy for a given task, and
compare the user input to the optimal input. We demonstrate the efficacy of our
approach with a user study. We also analyze the individual nature of the
learned models by comparing the effectiveness of our approach when the
demonstration data comes from a user's own interactions, from the interactions
of a group of users and from a domain expert. Positive results include
statistically significant improvements on task metrics when comparing a
user-only control paradigm with our shared control paradigm. Surprising results
include findings that suggest that individualizing the model based on a user's
own data does not effect the ability to learn a useful dynamic system. We
explore this tension as it relates to developing human-in-the-loop systems
further in the discussion.",183
"Alternating Phase Langevin Sampling with Implicit Denoiser Priors for
  Phase Retrieval",Computer Vision and Pattern Recognition,cs.CV,"Phase retrieval is the nonlinear inverse problem of recovering a true signal
from its Fourier magnitude measurements. It arises in many applications such as
astronomical imaging, X-Ray crystallography, microscopy, and more. The problem
is highly ill-posed due to the phase-induced ambiguities and the large number
of possible images that can fit to the given measurements. Thus, there's a rich
history of enforcing structural priors to improve solutions including sparsity
priors and deep-learning-based generative models. However, such priors are
often limited in their representational capacity or generalizability to
slightly different distributions. Recent advancements in using denoisers as
regularizers for non-convex optimization algorithms have shown promising
performance and generalization. We present a way of leveraging the prior
implicitly learned by a denoiser to solve phase retrieval problems by
incorporating it in a classical alternating minimization framework. Compared to
performant denoising-based algorithms for phase retrieval, we showcase
competitive performance with Fourier measurements on in-distribution images and
notable improvement on out-of-distribution images.",158
Compressing Deep Convolutional Networks using Vector Quantization,Computer Vision and Pattern Recognition,cs.CV,"Deep convolutional neural networks (CNN) has become the most promising method
for object recognition, repeatedly demonstrating record breaking results for
image classification and object detection in recent years. However, a very deep
CNN generally involves many layers with millions of parameters, making the
storage of the network model to be extremely large. This prohibits the usage of
deep CNNs on resource limited hardware, especially cell phones or other
embedded devices. In this paper, we tackle this model storage issue by
investigating information theoretical vector quantization methods for
compressing the parameters of CNNs. In particular, we have found in terms of
compressing the most storage demanding dense connected layers, vector
quantization methods have a clear gain over existing matrix factorization
methods. Simply applying k-means clustering to the weights or conducting
product quantization can lead to a very good balance between model size and
recognition accuracy. For the 1000-category classification task in the ImageNet
challenge, we are able to achieve 16-24 times compression of the network with
only 1% loss of classification accuracy using the state-of-the-art CNN.",175
"HashTran-DNN: A Framework for Enhancing Robustness of Deep Neural
  Networks against Adversarial Malware Samples",Cryptography and Security,cs.CR,"Adversarial machine learning in the context of image processing and related
applications has received a large amount of attention. However, adversarial
machine learning, especially adversarial deep learning, in the context of
malware detection has received much less attention despite its apparent
importance. In this paper, we present a framework for enhancing the robustness
of Deep Neural Networks (DNNs) against adversarial malware samples, dubbed
Hashing Transformation Deep Neural Networks} (HashTran-DNN). The core idea is
to use hash functions with a certain locality-preserving property to transform
samples to enhance the robustness of DNNs in malware classification. The
framework further uses a Denoising Auto-Encoder (DAE) regularizer to
reconstruct the hash representations of samples, making the resulting DNN
classifiers capable of attaining the locality information in the latent space.
We experiment with two concrete instantiations of the HashTran-DNN framework to
classify Android malware. Experimental results show that four known attacks can
render standard DNNs useless in classifying Android malware, that known
defenses can at most defend three of the four attacks, and that HashTran-DNN
can effectively defend against all of the four attacks.",179
"Adversarial-Aware Deep Learning System based on a Secondary Classical
  Machine Learning Verification Approach",Cryptography and Security,cs.CR,"Deep learning models have been used in creating various effective image
classification applications. However, they are vulnerable to adversarial
attacks that seek to misguide the models into predicting incorrect classes. Our
study of major adversarial attack models shows that they all specifically
target and exploit the neural networking structures in their designs. This
understanding makes us develop a hypothesis that most classical machine
learning models, such as Random Forest (RF), are immune to adversarial attack
models because they do not rely on neural network design at all. Our
experimental study of classical machine learning models against popular
adversarial attacks supports this hypothesis. Based on this hypothesis, we
propose a new adversarial-aware deep learning system by using a classical
machine learning model as the secondary verification system to complement the
primary deep learning model in image classification. Although the secondary
classical machine learning model has less accurate output, it is only used for
verification purposes, which does not impact the output accuracy of the primary
deep learning model, and at the same time, can effectively detect an
adversarial attack when a clear mismatch occurs. Our experiments based on
CIFAR-100 dataset show that our proposed approach outperforms current
state-of-the-art adversarial defense systems.",200
"Scaling While Privacy Preserving: A Comprehensive Synthetic Tabular Data
  Generation and Evaluation in Learning Analytics",Cryptography and Security,cs.CR,"Privacy poses a significant obstacle to the progress of learning analytics
(LA), presenting challenges like inadequate anonymization and data misuse that
current solutions struggle to address. Synthetic data emerges as a potential
remedy, offering robust privacy protection. However, prior LA research on
synthetic data lacks thorough evaluation, essential for assessing the delicate
balance between privacy and data utility. Synthetic data must not only enhance
privacy but also remain practical for data analytics. Moreover, diverse LA
scenarios come with varying privacy and utility needs, making the selection of
an appropriate synthetic data approach a pressing challenge. To address these
gaps, we propose a comprehensive evaluation of synthetic data, which
encompasses three dimensions of synthetic data quality, namely resemblance,
utility, and privacy. We apply this evaluation to three distinct LA datasets,
using three different synthetic data generation methods. Our results show that
synthetic data can maintain similar utility (i.e., predictive performance) as
real data, while preserving privacy. Furthermore, considering different privacy
and data utility requirements in different LA scenarios, we make customized
recommendations for synthetic data generation. This paper not only presents a
comprehensive evaluation of synthetic data but also illustrates its potential
in mitigating privacy concerns within the field of LA, thus contributing to a
wider application of synthetic data in LA and promoting a better practice for
open science.",219
Adversarial Source Identification Game with Corrupted Training,Cryptography and Security,cs.CR,"We study a variant of the source identification game with training data in
which part of the training data is corrupted by an attacker. In the addressed
scenario, the defender aims at deciding whether a test sequence has been drawn
according to a discrete memoryless source $X \sim P_X$, whose statistics are
known to him through the observation of a training sequence generated by $X$.
In order to undermine the correct decision under the alternative hypothesis
that the test sequence has not been drawn from $X$, the attacker can modify a
sequence produced by a source $Y \sim P_Y$ up to a certain distortion, and
corrupt the training sequence either by adding some fake samples or by
replacing some samples with fake ones. We derive the unique rationalizable
equilibrium of the two versions of the game in the asymptotic regime and by
assuming that the defender bases its decision by relying only on the first
order statistics of the test and the training sequences. By mimicking Stein's
lemma, we derive the best achievable performance for the defender when the
first type error probability is required to tend to zero exponentially fast
with an arbitrarily small, yet positive, error exponent. We then use such a
result to analyze the ultimate distinguishability of any two sources as a
function of the allowed distortion and the fraction of corrupted samples
injected into the training sequence.",232
"Balanced Datasets Are Not Enough: Estimating and Mitigating Gender Bias
  in Deep Image Representations",Computer Vision and Pattern Recognition,cs.CV,"In this work, we present a framework to measure and mitigate intrinsic biases
with respect to protected variables --such as gender-- in visual recognition
tasks. We show that trained models significantly amplify the association of
target labels with gender beyond what one would expect from biased datasets.
Surprisingly, we show that even when datasets are balanced such that each label
co-occurs equally with each gender, learned models amplify the association
between labels and gender, as much as if data had not been balanced! To
mitigate this, we adopt an adversarial approach to remove unwanted features
corresponding to protected variables from intermediate representations in a
deep neural network -- and provide a detailed analysis of its effectiveness.
Experiments on two datasets: the COCO dataset (objects), and the imSitu dataset
(actions), show reductions in gender bias amplification while maintaining most
of the accuracy of the original models.",145
MRTNet: Multi-Resolution Temporal Network for Video Sentence Grounding,Computer Vision and Pattern Recognition,cs.CV,"Given an untrimmed video and natural language query, video sentence grounding
aims to localize the target temporal moment in the video. Existing methods
mainly tackle this task by matching and aligning semantics of the descriptive
sentence and video segments on a single temporal resolution, while neglecting
the temporal consistency of video content in different resolutions. In this
work, we propose a novel multi-resolution temporal video sentence grounding
network: MRTNet, which consists of a multi-modal feature encoder, a
Multi-Resolution Temporal (MRT) module, and a predictor module. MRT module is
an encoder-decoder network, and output features in the decoder part are in
conjunction with Transformers to predict the final start and end timestamps.
Particularly, our MRT module is hot-pluggable, which means it can be seamlessly
incorporated into any anchor-free models. Besides, we utilize a hybrid loss to
supervise cross-modal features in MRT module for more accurate grounding in
three scales: frame-level, clip-level and sequence-level. Extensive experiments
on three prevalent datasets have shown the effectiveness of MRTNet.",164
Human Driver Behavior Prediction based on UrbanFlow,Robotics,cs.RO,"How autonomous vehicles and human drivers share public transportation systems
is an important problem, as fully automatic transportation environments are
still a long way off. Understanding human drivers' behavior can be beneficial
for autonomous vehicle decision making and planning, especially when the
autonomous vehicle is surrounded by human drivers who have various driving
behaviors and patterns of interaction with other vehicles. In this paper, we
propose an LSTM-based trajectory prediction method for human drivers which can
help the autonomous vehicle make better decisions, especially in urban
intersection scenarios. Meanwhile, in order to collect human drivers' driving
behavior data in the urban scenario, we describe a system called UrbanFlow
which includes the whole procedure from raw bird's-eye view data collection via
drone to the final processed trajectories. The system is mainly intended for
urban scenarios but can be extended to be used for any traffic scenarios.",145
